text,expected,predicted
"Тут же ещё вопрос качества тех прививок. Во всяком случае, мне почему-то так кажется.
",0.0,1.0
"Кроме этого Пушкин еще шедевров настрогал, порашник же настругал только мата.
",1.0,0.0
"Да там русачков достаточно живёт и они временами совершают преступления, но чёт не слышно про митинги и погромы русни. Наверно, потому что из 1000 русских и 1000 якутов будет 1 преступник, а из 1000 киргизов будет 400 преступников, не?
",1.0,0.0
"Я частенько бывает вечерком напишу несколько постов с оскорблениями в адрес хохлов, несколько хохлов мне ответят, я поржу с них и пойду спать, а теперь хохлы не хотят читать правду о себе.
",1.0,0.0
"А что если счётчики действительно могут сломаться до поверки (а поверка выполняется раз в 4-6 лет), в итоге будут насчитывать неправильно и вы будете недоплачивать (или переплачивать)? Это не нужно проверять, поверка, напоминаю, раз в 4 года минимум, вот сломается счётчик через 2 года после неё и 2 года вы хотите платить неправильно? Плюс давно известно, что жилищники ходят по квартирам и просто спрашивают показания счётчиков, может этим они бы и ограничились. Ну и грамотность - зависит от человека печатающего тексты, даже в официальных конторах (особенно уровня ЖКХ) не всегда грамотные люди сидят.
",0.0,0.0
"Брак тачскрина или его коммутации, если NOKIA вдруг не ввела какую то новую фичу в его функционал. Попробовать бы на аналогичном, другом.
",0.0,0.0
"Взял гигабитовую, на ней 3 dp и hdmi
",0.0,0.0
"Прекрасно. Только кроме этих 2 долбоклюев пострадают и нормальные люди.
",1.0,0.0
"Конкретно у этого павлика шансов с острым панкреотитом немного. А вообще касаемо долгожительства наследственность на первом месте, на втором удача
",0.0,0.0
"Я не могу точно сказать, дело с картой не имел, но склоняюсь все же к тому, что премпы там не подходят для гитары. У меня карта из того же ценового диапазона, Berhinger U-phoria UMC, там они тоже пиздец как хвалят свои преампы MIDAS, но по факту, на гитаре напрямую мыло. Для примера, песдатый встроенный преамп я видел у Олы Инглунда, Apogee Quartet, ну он и стоит больше 100к рублей сейчас. За POD тоже на поясню.
",0.0,0.0
а можно поподробнее про детские крестовые походы,0.0,0.0
"И что, никто не согласился или просто не решалась предлагать?)
",0.0,0.0
"Есть такая книга Атлант расправил плечи думаю поможет
",0.0,0.0
"Лучший камент в этой ветке!
",1.0,0.0
Смотрели высер 17 минут от Какая просто? А он в чем-то прав. Марго обосрал его заочно.,1.0,1.0
"А хз, если честно, у меня нет перегона) Только парк приёма и горка.
",0.0,0.0
"Танцует красиво. Потом возводимый объект так же красиво развалится.
",0.0,0.0
"не знаю, как там работать, но покупать нормально, я не заказываю дорогие бренды, все обычное, качество устраивает, девушка в пункте выдачи заказов одна и та же уже достаточно долго, год точно. а по поводу недостачи повешенной на кого то, так принимать надо внимательно, мне кажется, что та везде будет если что-то пропадает
",0.0,0.0
"не хочется уж совсем Госдеп за дебилов считать, чтоб окатышей считать его агентами. Тупорылыми малолетними промытками и проплатками-можно, но в Госдепе все-таки серьезные люди
",1.0,0.0
"В чем разбираюсь? В пдре? Что вам стоит открыть раздел регулирование и почитать? Жёлтый запрещает движение и информирует про смену сигнала. Жёлтый разрешает движение только в том случае, когда он мигающий. А мигающий он, когда светофор либо на обслуживании либо когда его отключают ночью, к примеру, на некоторых улицах проспектах.
",0.0,1.0
"Долбач сидеть не умеет. Тычет грязной подошвой прямо девочке в ногу
",1.0,0.0
"СУКА, ПОСТАВИЛ ЛАЙК ТРЕДУ ВЧЕРА, А СЕЙЧАС ЗАХОЖУ, А ЛАЙКА НЕТ! СКРУТИЛИ ЛАЙК, СУКИ! НАЧАЛ ИСКАТЬ, КУДА ДЕЛСЯ ЛАЙК, А ОН СТОИТ У ТРЕДА ШАРИЯ! ВОТ МРАЗИ, МАКАКА ПРОДАЛА СВОЮ ЖОПУ КРЕМЛЮ, БУДЬТЕ ОСТОРОЖНЫ!
",1.0,1.0
"Надо, блджад, читать чуть дальше заголовка. Поколение долбоебов.
",1.0,0.0
"Видел в Москве один тюнинг Вранглера! Молодцы ребята
",0.0,0.0
"Пригласили бы специалиста. Вон, как недавно в Америке. Где то ролик тут недавно был, как зек вскрыл машину вешалкой.
",0.0,1.0
"Держись, дружочек! Поправляйся поскорее! Ты настоящий герой. Мы все за тебя переживаем и держим кулаки! Все обязательно наладится!!!
",1.0,1.0
"да я стараюсь, борьба с ленью просто забирает все силы) этот пост предполагает продолжение, такое приключение во первых не осталось без последствий, во вторых моя энергия в то время была направлена кажется только на поиск приключений)
",0.0,0.0
Мне кажется что я влюбился...,0.0,1.0
ее можно вставить в смартфоны в лоток с двумя симкартами,0.0,0.0
"Я просто уверен, что она может создавать и кидать какую нибудь хрень прямо из ладони
",1.0,0.0
"Если газопровод стоит 14 лямов, он никогда не окупится по сравнению с газгольдером за 200 штук. Притом что смонтируют его за день, и проблема с теплом решена.
",0.0,0.0
"Женщины. Они слабы. Ради семьи вынуждены терпеть. Меняют свои религии. Терпят побои, унижения. Жаль мне их.
",1.0,0.0
"Пиздец дёшево все равно. 1000 рублей час за симпатичную и чистую оксанку. В России хохлухи только за отсос от 500 рублей берут, да и то - крокодилы на трассе.
",1.0,0.0
"боевые картинки Типичные адепты гомикадзе
",1.0,1.0
"Оправдываться империалисту тем, что захватили кого-то из-за того, что они нападали на нас, грабили, поганая ложь. Примеры я выше привел, империалисты кровожадные звери, ненасытные. Собственно примеров куча. Россия переселяет казаков на границу. Ха-ха, уж про этих то не надо. Эти то отлично в истории отметились. Как каратели, захватчики, грабители.
",0.0,0.0
"в 2020 либерахи опять пересруться кто же будет выдвигаться в презы и выдвинут очередное чучело. Так что как минимум 2024 ждать
",1.0,0.0
"Тамбовская духовка тебе кулички!
",1.0,1.0
"Сильно кекнул с инстаграма бляди этого клоуна. Зачем свое брюхо фоткать каждый божий день и засирать ленту?
",1.0,0.0
"Такие вещи дарю я только самым близким людям. Так что, к сожалению нет) Но, возможно, со временем в мастерской будут проводиться конкурсы на такие вещи, но это не в ближайшие несколько месяцев точно)
",0.0,0.0
"Забавы ради ставлю на видосах геймикадзе дислайк и пишу что то вроде ты не прав, наше правительство самое лучшее . лол, хомяки рвутся, через одного.
",1.0,1.0
"Есть цельные топоры, у них только если сломаешь)
",0.0,0.0
"Ему на кунчика нужно донатить, угарает по мальчикам
",1.0,0.0
"Во сколько хотя бы ориентировочно эти подготовительные работы выйдут? Я так понимаю сначала надо участок под строением выделить в отдельный объект кадастра?
",0.0,0.0
"Разрешите украсть вашу жопу?
",1.0,1.0
"Пиздец охуеваю с таких людей. Как вы можете смешивать свою родину, народ, населяющий эту родину, менталитет и все, чем страна должна гордится, с ебанутым грузином-коммунистом? Охуеть. Какая тут, нахуй, русофобия, если в названии страны, про которую сняли фильм, нет слова Россия ? А фильм неплохой. Далеко не шедевр, но на один просмотр неплох. Хоть и не для нашего зрителя создавался.
",1.0,0.0
"Пиздец одни хачи. Стоило назваться хачеградом.
",1.0,1.0
"Военные в ходе сердюковской реорганизации сократили госпиталь и выеали из здания в 2011 году. Сразу передавать области не стали и разморозили здания. Теперь нужен капитальный ремонт. А в 2011 году достаточно было купить сантехнику и обновить освещение.
",0.0,0.0
"Это 60р в час выходит? Чето дорого капец. В Казани в 1999-2000 году, помню, час игры на Сеге стоил 12 рублей, на PS1 - 15 рублей, а за 20 можно было целый час рубиться в компьютер. Джойстики для Сеги тогда стоили 60-70 рублей. И Мегадрайв в 1999 году мне купили, как сейчас помню, за 690 рублей. ХЗ где автор нашел ее аж за полтора косаря.
",0.0,0.0
"я пробовал рамдиск от амд - получалось чтение запись около 5 гб с, хороший м2 выдаст 3-4к, не будет программных прокладок и места не до 64гб а от 250гб
",0.0,0.0
"Страшно то, что и дом и крутая тачка не принесут такого счастья, я честно не знаю, что может его теперь принести...
",0.0,0.0
"Могу посоветовать точку во втором районе, перекресток Розы Люксембург - Макарова, напротив стеллы пмк6. Магазин живого пива, там помимо классики, хозяин завозит импорт и разный крафт. Рядом рыбный магазинчик с интересным ассортиментом к пивасу, типа суджука из икры таранки)
",0.0,0.0
"Ну тут такое. Обрати внимание на формулировку: просим предоставить в наш адрес информацию, необходимую для декодирования сообщений за период . Не сообщения. А ключевую информацию. То есть уже на этой фразе у меня создается впечатление, что наши доблестные ФСБшники оторваны от реальности. За прошедшие полвека столько криптоалгоритмов и криптосхем придумано, которые дают оператору сервера легальную возможность сделать лапки (ключ одноразовый на каждое сообщение, не персистится, синхронизируется хитрым способом через разделяемый секрет). Так я и не спорю, что сделано это все топорно и дальше начинается вообще какой-то цирк. Ну и в максиме - можно же ввести закон что нужно жрать говно, и тут встает вопрос о легитимности закона. Понимаю, что звучит дико, но в той же Конституции формально постулируется главенство международных норм права, тех же прав человека. Ну тут такое. Все же тут закон, который разрешает стражам порядка читать переписку отдельных лиц, которые подозреваются в чем-то, а не тупо вот буит так как я сказал, я тут главный, захочу - говно жрать заставлю . А буквально недавно в ООН приняли резолюцию о том, что та же криптозащита - неотъемлемое право человека. Так что тут сложный юридический казус в смеси с нормами морали. Про права человека вообще лучше мне не говорить. Я не знаю как к тому же ЕСПЧ относиться. С одной стороны да, все люди имеют право, что бы к ним относились как к людям. А с другой, когда я читаю очередной приговор, где, например, ЕСПЧ постановило РФ выплатить компенсацию парочке боевиков, потому что их, бедненьких, били на допросах. А перед этим боевики расстреляли милицейский (тогда еще) пост и убили несколько гражданских, в том числе забили женщину насмерть прикладами. И можно там понять милицейский пост, можно там понять мужика, который, как они считали, сотрудничал с милицией, но женщина вообще просто так получила, тупо потому что они могут. И не застрелили, а забили насмерть прикладами, они же тупо удовольствие от этого получали. И мне вот что-то совсем не жалко что вот таких вот отмудохали. И в итоге я вообще не знаю как к этому относиться, вроде бы и люди, возможно даже можно понять их мотив, но творят такую хуйню, что и людьми после этого их сложно назвать. Ок, я тебя понял, но, по твоему же цитированию вполне подпадает под в некоторых случаях также частной переписки как средство этой самой переписки. Ну, опять же, ну блочат этот телеграм не потому, что там какая-то информация опасная для государственного режима передается в огромных количествах, а тупо что бы Дурову типа насолить. Хотя, в итоге, сами себя на посмешище выставили. Кстати, ликвиднул он в итоге юр. лицо? Это же, по идеи, должно было ослабить хватку вокруг телеграма.
",1.0,0.0
"Шарий правильно стебёт, а ты нет. На ebach.ru тебя бы обоссали
",1.0,1.0
"Естественно, что для большинства местной аудитории полноценным свидетелем времен СССР будет их дедушка. Для людей примерно тридцати лет (1989 года рождения) и младше. Еще раз повторяю - при СССР не было практики доставки еды из столовой на дом семье занятого мужчины. Если такое случалось - это был единичный случай в каком-то предприятии. Но не общепринятая практика.
",0.0,0.0
"Т.е само перекрытие ж б плита? В деревянном доме?
",0.0,0.0
"Колесные тележки-то все равно ж обычные... Да и рельсы, полагаю, тоже
",0.0,0.0
"у меня до сих пор они есть, только предыдущая модель, с диском а не кнопками.
",0.0,0.0
"Но ведь когда одевают такой лифчик внешний мир нагревается меньше, т.е. всё таки охлаждается...
",0.0,0.0
"Хиккан своих зрителей совсем за дегенератов держит.
",1.0,0.0
"Пррсто у вас мама маленькая)
",1.0,1.0
"Серьёзно? Скинь, пожалуйста, хоть один пример, где на международных переговорах кто-то кому-то говорил Ты дурак или да?
",1.0,1.0
"О, очередное небыдло объявилось. Трактор уже спиздил или так, авансом подхрюкиваешь?
",1.0,0.0
"Это всё идет под статьёй оптимизация
",0.0,0.0
"Финляндия возглавила список стран с самыми счастливыми жителями. Об этом свидетельствуют результаты исследования World Happiness Report 2018 по заказу ООН. На втором месте расположилась Норвегия, замкнула тройку лидеров Дания. В десятке самых счастливых стран оказались также Исландия, Швейцария, Нидерланды, Канада, Новая Зеландия, Швеция и Австралия. Россия заняла 59-е место, обогнав Казахстан, Кипр и Боливию. Наибольшее падение в рейтинге счастья показала Венесуэла: она опустилась с 82-го места на 102-е. Украина стала 139-й среди самых счастливых стран. Уровень счастья определялся по нескольким показателям: ВВП на душу населения, продолжительность жизни, социальная поддержка, свобода жизненного выбора, щедрость и доверие. В 2018 году более 83 процентов россиян считали себя счастливыми людьми. Причинами для этого чувства они называли наличие семьи, хорошее самочувствие, работу и наличие детей.
",0.0,0.0
"Вообще-то наш уровень полностью совпадает с уровнем Ирана во всём. По ВВП, по государственному строю, по доминации церкви над разумом народа. Мы по своей сути стоим для внешнего мира в одном сравнении с Ираном. Иран, Россия, КНДР, СА. Это список стран спонсирующих терроризм. Вся разница между нами лишь в том, что у нас культ денег, а у них культ религии.
",0.0,0.0
"Решение не очень Стоило на пару метров вперёд перенести забор.
",0.0,0.0
"А селедку уже слопали, я так понял :D",0.0,0.0
"Давай без мемасов, плз Так это и не мемасы. В частных судах и в частной полиции нет абсолютно ничего сложного. Второе - это те же детективы, например. Первое было на протяжение истории. Ну и какая же добровольность значит мб при рыночной системе? Экономическая свобода, хоть и сильно связана с личной, не обязательно присутствует в системе. Почитай критику AR и LL. Такие системы нежизнеспособны в долгой перспективе из-за внутреннего противоречия, но их можно поддерживать искусственно. Алсо, протекционизм и закрытые границы - тоже регуляция рынка. Рыночек не свободен. Пример что будет при частной медицине Так эти медики и копротивляются тому, чтобы рыночек порешал, ну. Потому что им ебать выгодны страховки по половине средней зарплаты. Если в данной модели мы примем идеи как первичное, воздействующие на общ. структуру, то возникает вопрос касательно того, откуда берутся идеи, которые формируют общественную структуру? Я все еще не уверен, что понял суть вопроса. Но идеи берутся да, в головах, а значимость получают при распространении. Какие мелкие предприниматели на рынках с колоссальными барьерами входа? Ага, набегут мелкие предприниматели и будут клепать квантовые компьютеры занидораха. Ну, простите, компьютеры и телефоны тоже не сразу попали в руки среднего класса. Из-за технологического прогресса производство становится дешевле и качественнее, а если у тебя полная монополия, то ты или теряешь деньги в попытках зарегулировать рыночек (не реализуя товар, на который нет спроса из-за ебической цены, в итоге он простаивает до момента, пока не появится второго производителя), или понижаешь цену, чтобы прийти к точке эвилибриума. Так что в первое время, конечно, ни о каких квантовых компьютерах для среднего класса речи идти и не будет, но со временем все появится.
",0.0,0.0
"Во всем прав. До сих пор он приносит ТОННЫ АНАЛЬНОЙ БОЛИ всем сортам срынкоскота, от нацидауна до либералошвали. Особенно сильно с него горят различные лживые творческие илитки, изрыгая тонны пиздежа про миллиарда расстрелянных, т.к. они не могли при нем поплевывать в холопов. Полыхания этих животных наблюдать приятнее всего.
",1.0,0.0
"В Украине решение ЕСПЧ в отношении другого государства является источником права?
",0.0,0.0
"Они сделают отписку. И ничего не изменится. Вот вам цифры, сколько тратят на решение проблемы. Бюджет Перми: 2018 год - 18704,003 тыс. руб.; 2019 год - 12959,200 тыс. руб.; 2020 год - 12959,200 тыс. руб.; средства бюджета Пермского края: 2018 год - 9935,900 тыс. руб.; 2019 год - 10025,600 тыс. руб.; 2020 год - 10025,600 тыс. руб. А целевой показатель знаете какой? Будете смеяться. 4000 обращений граждан, связанных с отловом собак вместо 4200. ЗА ТРИ ГОДА. То есть, проблема не решается.
",0.0,0.0
"Пошел нахуй с тупичка
",1.0,1.0
"А как же регистрация Дронов и прочее
",0.0,0.0
"Похоже на фильтр воздушной системы отопления. В США очень распространен https: youtu.be GHTubDpo Bk?t 326
",0.0,0.0
"... и укусит нахер тело!!!!!
",1.0,1.0
"Идём дальше. Изучаем второй названный сайт fsa, . Просматриваем весь сайт, открываем преподаватели и что видим: Хм...человек указан в преподавателях(см. фото), отвечает судя по всему за направление диетологии и нутрициологии. А на главной странице той же академии находим видео, где в середине видим того же преподавателя: Очень странно, уже закрадываются сомнения о том, что наш автор где то соврал и что то утаил...
",0.0,0.0
"Открываем ту на ппк-у и узнаем что прибор барометрический. И если задать установку в 800 метров а прыжок совершить с 1200 то задержка будет не 5 секунд а побольше.
",0.0,0.0
"ну вот здесь типовые две ошибки. 1. по симптомам предлагать препарат это исключительно прерогатива врача, а не фармацевта. Фармацевт может советовать только те товары которые не являются лекарственными средствами: презервативы, прокладки, и т.п. 2. фармацевт может предлагать альтернативу только препараты с тем же действующим веществом. Заменять на другие он не имеет права. Ну разве что если покупатель сам спросит какие есть иные препараты аналогичные даному.
",0.0,0.0
"Да жидяра это, что тут думать
",1.0,0.0
"Любишь ГРОТ-люби и хуй в рот, как грится. Отвратительные пиздострадальные лицемеры, что прикрываются идеями о русской нации и о том, что политики пидорасы и вообще плохие, а потом классненько выступают на политических штучках организованных ЕДРОм. Я не против зарабатывания кэша, но тогда не надо при этом лицемерить.
",1.0,0.0
"Аналогия частично верная, так как, уверен, среди зрителей стримеров немалый процент таким образом замещает отсутствие социальной активности.
",0.0,0.0
"Появились препараты инсектециды - пиретроиды. Все другие емнип неэффективны.
",0.0,0.0
"Как раз потому и удалили потому что это полное позорище.
",1.0,0.0
"А почему паспорт не имеют права забирать?
",0.0,0.0
"Просто поймал себя на мысли, что смотрю говноконтент, созданный исключительно с целью выцыганивания донатов на хайпе. А халя не в моём вкусе, в ней нет ничего женственного.",1.0,0.0
"Мне ее подклбчили уже 3й раз, я естественно позвонил в ответ на внимание разговор записывается, предупредилтдевушку о том чтотнаштс ней разговор тоже под запись. Объяснил ей ситуацию что вот уже 3й раз такая вот ерунда я сам себе волшебством подключаю ваше ночьное ускорение и управление просмотром АТКЛЮЧИТЕ УЖО! На что услыша очередное да вы сами подключили вот такого то числа. Объяснил что ТВ приставкой не пользуюсь она выключена пульт без батареек в шкафу,как!? Молчание... хорошо я сейчас вам заяку сделаю вам все отключат и уберут АВТОподписку! Жду этого месяца если опять что то будет прямиком в суд с записью разговора
",0.0,0.0
"Вес бтр 13 тонн, 8 колёс, если тормоза исправны он может очень резко остановиться.
",0.0,0.0
"я до пенсии не доживу
",0.0,0.0
"Высирается твоя мамаша тебе на лицо по утрам, а я высказался, обессилев от негодования от засравших политач ловцов лахты под кроватью.
",1.0,1.0
"тебя бы в первых рядах на эту войну погнали, дурик. потом кричал бы в объектив камеры: не хочу умирать! отпустите - вы же добрые!
",1.0,0.0
"Да это понятно. Но 12 кобыл и сколько там у Peel a с его 50см3 было. Я же не зря в пример карт привел - колесики то соразмерны. Не думаю что на у Peel коробка с 12 передачами и передаточное число главной меньше чем мы делали на картах. Хотя если подумать,то Пионеры с 50см3 моторами и двумя передачами тоже довольно шустро бегали. Но 80... Если только в идеальных условиях
",0.0,0.0
"Там бесплатные топпинги, крышечки, соломинки, капхолдеры и т.д.)
",0.0,0.0
"Есть мнение, что ещё жирный может немного хайпануть. Его петросянство уже протекло во всевозможные нарезочки и реакции.",1.0,0.0
"В любом техническом заведении (вуз, техникум) преподают это. Если внимательно посмотрите на фотографии в посте - увидите вентиляционный зазор между утеплителем и облицовкой. Также можете открыть любую литературу по трехслойным стенам.
",0.0,0.0
"А как твой ник читается, а то я не ебу.
",0.0,1.0
"Потому-что пришел дебил Рузвельт со своим вмешательством в свободный рынок и затянул выход из кризиса аж до шестидесятых, в то время как либеральные Португалия и Австрия ещё до войны успели выйти
",1.0,0.0
"Аймак . Принесли аймак( компьютер аймак, аймак) . Открыл аймак , а в аймаке таракан! Вот такой аймак.
",0.0,0.0
"Сексизм во всей красе! Вы - Веган?
",0.0,1.0
Так направление все равно не верное,0.0,0.0
"БЛЯТЬ! Опять ржу, как представлю минет вприкуску с пирогами! Чувак ты уникум!!!!!
",1.0,1.0
"1000рублей? Что тут на косарь? Хоть бы спрашивали что дарить, мне лезвия например надо, а дарят пену. У меня с позапрошлого года ещё не начата.
",0.0,0.0
"Забавный персонаж, но срач который он разводит своим раздутым ЧСВ мне не очень нравится. Классный преподаватель с хорошим и качественным примерным показателем. Мне нравится что он активный, что у него постоянно какие-то конкурсы (пусть там и разыгрывают за первое место какие-то жалкие 4 пачки струн от дадарио), постоянно какие-то стримы и так далее - т.е. видно что человек пиздец какой гиперактивный, но зачастую его гиперактивность очень сильно раздражает. Его высказывания в адрес звездил мирового уровня я поощряю ... но он не хочет раскрывать эту тему полнее, ибо если он её конкретно раскроет, то срача не будет, а он очень важен для него и его канала в целом как я понял. Мне очень понравилось, что он обосрал уёбищных блоггерков, которые даже риф из 4х квинт чисто сыграть не могут. Я был в неописуемом восторге, что мол - ВОТ ОНО! НАКОНЕЦ-ТО! . Но в остальном Фред бесит своим критическим мышлением. Многие красивые вещи для него - хуйня. Оно в принципе и понятно из его группового творчества, что чувак утратил чувство прекрасного и для него остался только жесткий, обрубленный гитарно-технический прогматизм. Складывается впечатление, что именно на этой почве у него он и развивается, т.е. он как чиновник с маленьким хуем, который пытается заглушить свои комплексы баблом, только Фред пытается сделать это с помощью гитарной техники. Нахуй драйв, нахуй душу так называемую - главное сыграть чисто и без помарочки. Ну сори ... мне кажется для адекватного слушателя - этого маловато. Sithu Aye,имхо, намного мелодичнее и интереснее играет, хотя в плане техники ниже скилом, но его почему то слушает в сотни раз больше людей, чем Фреда о О Phlini к примеру - такого же поля ягода. Чувак не так чисто играет, но очень ярко, мелодично и с настроением и его тоже почему-то больше людей слушают, чем Фреда о О Может быть дело как раз таки в драйве и душе О о Мне кажется Фред в этом плане заблуждается капитально, а его ЧСВ, раздутое преподаванием, мешает ему это принять и понять. В целом, если выбирать из разряда говна техничного и говна просто так, которое любит попиздеть, размахивая хорошими инструментами и которое нихуя не умеет играть на них же, то я выбиру первое.",0.0,0.0
"в писанине указано, что Ссаколов реально не упоминал, и никто не упоминал о невлиянии блокады и о намерении Алекса с 1801 г. разъебать Боню И ни слова о статьсях в журнале Наполеон . А ведь могли бы упомянуть, что и там ничего нет (если там действительно ничего не было). и показано даже, что Ссаколов считал иначе Если ты об Армии Наполеона , и упоре на Испанскую войну , то если посмотреть текст полностью, то там речь идёт о причинах участия в Наполеоновских войнах вообще, а не только о событиях после начала войны в Испании. У нас нет возможности анализировать здесь весь сложный спектр русско-французских отношений в 1809-1812 гг., однако необходимо отметить, что именно война в Испании, сделавшая окончательно непримиримым британский кабинет и спровоцировавшая войну 1809 г., во многом повлияла на позицию Александра I по отношению к Наполеону. Известно, что царь испытывал неприязнь к коронованному солдату, славе которого завидовал черной завистью. Война отца Александра, Императора Павла I, против Франции Директории еще полностью вписывалась в линию войн монархических государств против революционной заразы. Более того, Император-рыцарь выступал как самый искренний и последовательный проводник этой линии. Поняв, что английским и австрийским кабинетами руководят больше корыстные соображения, чем стремление спасти монархические принципы, Павел вышел из игры, не позволив проливать более кровь русских солдат за чуждые стране интересы. Напротив, Александр сражался во имя очень странных принципов, далеких от интересов русского народа и даже русской монархии. Нам кажется, никто не смог так точно сформулировать мотивы его поведения, как выдающийся русский историк Николай Иванович Ульянов: В исторической литературе давно отмечен фанатизм этой загадочной ненависти и существует немало попыток ее объяснения. Самое неудачное то, которое исходит из экономических и политических интересов России. У России не было реальных поводов для участия в наполеоновских войнах . Европейская драка ее не касалась, а у Наполеона не было причин завоевывать Россию. Веди себя спокойно, занимайся собственными делами, никто бы ее пальцем не тронул. Не более убедительна и другая точка зрения, объясняющая войны России с Директорией и бонапартистской Францией реакционными склонностями русских царей. Только война Павла I могла бы подойти под такое толкование, да и то с трудом. Александр же меньше всех походил на борца с революционной заразой, он еще до вступления на престол поражал иностранцев негодующими речами против деспотизма и преклонением перед идеями свободы, закона и справедливости. Конечно, цена его либерализму известна, и вряд ли приходится возражать тем историкам, которые считали его маской, но такая маска годится для чего угодно, только не для борьбы с революцией. Гораздо вернее, что у него не было никаких принципов и убеждений . Роковая война в далекой Испании, где погибал цвет наполеоновской армии, дала надежду Александру взять реванш за Аустерлицкий разгром, поражение под Фридландом и Тильзитский мир. Поэтому без контраргументов со стороны Ссаколова Юписанина все же выглядит откровенно слабой. И теперь понятно, почему суд не принял её к сведению и вряд ли примет в ходе апелляционного процесса так что Ссаколова посодют. Свежо предание... Да, потом ещё нашли текст полностью и оказалось, что Чудинов хвалит Подмазо за то, что тот опроверг все измышления Ебжена.
",1.0,0.0
